uniqueID,drugName,condition,rating,date,usefulCount
133736,Bactrim DS,Urinary Tract Infection,5,12-Mar-15,9
133734,Bactrim DS,Urinary Tract Infection,9,17-Mar-15,22
133727,Bactrim DS,Acne,9,21-Jun-15,12
133725,Bactrim DS,Bacterial Skin Infection,7,3-Aug-15,16
133723,Bactrim DS,Urinary Tract Infection,10,13-Aug-15,13
133711,Bactrim DS,Urinary Tract Infection,4,3-Nov-15,12
133701,Bactrim DS,Urinary Tract Infection,7,20-Mar-16,9
133699,Bactrim DS,Bacterial Infection,8,30-Apr-16,16
133691,Bactrim DS,Urinary Tract Infection,10,29-Jul-16,31
133689,Bactrim DS,Urinary Tract Infection,4,3-Aug-16,18
133687,Bactrim DS,Urinary Tract Infection,1,9-Aug-16,21
133677,Bactrim DS,Acne,4,23-Nov-16,5
133674,Bactrim DS,Prevention of Bladder infection,3,31-Dec-16,4
133673,Bactrim DS,Bacterial Skin Infection,1,10-Jan-17,31
133667,Bactrim DS,Bacterial Skin Infection,6,12-Apr-17,16
133656,Xalatan,Intraocular Hypertension,9,9-Sep-09,57
133654,Xalatan,"Glaucoma, Open Angle",10,1-Jun-11,66
133650,Xalatan,Intraocular Hypertension,9,25-Feb-17,13
133643,Bactrim DS,Urinary Tract Infection,10,9-Jul-17,17
133642,Bactrim DS,Urinary Tract Infection,10,14-Jul-17,9
133641,Bactrim DS,Acne,1,15-Jul-17,0
133638,Bactrim DS,Urinary Tract Infection,9,25-Jul-17,13
133627,Bactrim DS,Prostatitis,8,8-Nov-17,0
133622,Robaxin,Opiate Withdrawal,1,6-Oct-15,42
133609,Robaxin,Muscle Spasm,10,3-Sep-16,70
133603,Robaxin,Muscle Spasm,1,17-Jun-17,10
133584,Robaxin,Muscle Spasm,10,28-Sep-12,139
133582,Robaxin,Muscle Spasm,7,3-Jan-13,133
133575,Robaxin,Muscle Spasm,10,21-Jun-14,180
133572,Robaxin,Muscle Spasm,6,24-Nov-08,100
133570,Robaxin,Muscle Spasm,9,29-Jul-09,103
133568,Antihemophilic factor,Hemophilia A,9,20-Sep-13,1
133566,Acetaminophen / dextromethorphan / guaifenesin / pseudoephedrine,Cold Symptoms,10,28-Jan-14,1
133565,Ibrance,"Breast Cancer, Metastatic",8,15-Dec-15,17
133559,Ibrance,"Breast Cancer, Metastatic",10,7-Nov-16,54
133555,Ibrance,"Breast Cancer, Metastatic",1,12-Jan-17,27
133551,Ibrance,"Breast Cancer, Metastatic",1,18-Apr-17,12
133539,Tesamorelin,Lipodystrophy,3,11-Jan-12,12
133538,Tesamorelin,Lipodystrophy,6,8-Aug-12,19
133530,Choline salicylate / magnesium salicylate,Pain,7,28-Apr-09,2
133528,Rocaltrol,Hypocalcemia,10,20-Aug-17,0
133520,Proventil HFA,"Asthma, acute",10,11-Jul-13,23
133518,Benzoic acid / salicylic acid,Dermatological Disorders,10,7-Feb-12,10
133512,Tri-Sprintec,Birth Control,7,16-Oct-09,4
133504,Tri-Sprintec,Birth Control,1,1-Dec-09,4
133479,Tri-Sprintec,Birth Control,8,6-Jun-09,25
133472,Tri-Sprintec,Birth Control,1,24-Aug-09,26
133470,Tri-Sprintec,Birth Control,1,11-Sep-09,11
133458,Tri-Sprintec,Birth Control,7,8-Mar-10,9
133455,Tri-Sprintec,1</span> users found this comment helpful.,2,24-Mar-10,1
133453,Tri-Sprintec,Birth Control,8,25-Mar-10,4
133451,Tri-Sprintec,23</span> users found this comment helpful.,6,16-Apr-10,23
133449,Tri-Sprintec,Birth Control,4,19-May-10,0
133447,Tri-Sprintec,5</span> users found this comment helpful.,10,27-May-10,5
133444,Tri-Sprintec,Birth Control,3,20-Jun-10,3
133441,Tri-Sprintec,Birth Control,7,3-Jul-10,7
133434,Soolantra,Rosacea,10,8-Apr-16,23
133426,Soolantra,Rosacea,10,17-Sep-16,23
133425,Soolantra,Rosacea,10,21-Sep-16,17
133422,Soolantra,Rosacea,10,18-Nov-16,22
133421,Soolantra,Rosacea,9,31-Dec-16,25
133417,Soolantra,Rosacea,8,6-Mar-17,17
133415,Soolantra,Rosacea,10,25-Mar-17,36
133412,Soolantra,Rosacea,1,2-Apr-17,10
133409,Soolantra,Rosacea,10,1-Sep-17,9
133408,Soolantra,Rosacea,10,3-Sep-17,15
133406,Soolantra,Rosacea,9,28-Sep-17,4
133403,Soolantra,Rosacea,7,20-Oct-17,2
133398,Soolantra,Rosacea,1,17-Nov-17,0
133388,Soolantra,Rosacea,1,6-Dec-17,0
133386,Soolantra,Rosacea,9,16-Apr-17,5
133384,Soolantra,Rosacea,9,20-Apr-17,20
133379,Soolantra,Rosacea,10,11-May-17,16
133377,Soolantra,Rosacea,9,22-May-17,17
133372,Soolantra,Rosacea,1,2-Jul-17,4
133371,Soolantra,Rosacea,9,17-Jul-17,6
133370,Soolantra,Rosacea,1,18-Jul-17,10
133369,Soolantra,Rosacea,10,18-Jul-17,10
133358,Tri-Sprintec,10</span> users found this comment helpful.,4,26-Aug-10,10
133354,Tri-Sprintec,3</span> users found this comment helpful.,8,24-Sep-10,3
133347,Tri-Sprintec,0</span> users found this comment helpful.,5,3-Nov-10,0
133345,Tri-Sprintec,Birth Control,9,6-Nov-10,7
133344,Tri-Sprintec,1</span> users found this comment helpful.,5,23-Nov-10,1
133343,Tri-Sprintec,Birth Control,5,29-Nov-10,1
133336,Tri-Sprintec,Birth Control,8,20-Jan-11,2
133328,Tri-Sprintec,Birth Control,5,29-Mar-11,0
133326,Tri-Sprintec,Birth Control,9,30-Apr-11,3
133322,Tri-Sprintec,Birth Control,8,7-Jul-11,1
133313,Tri-Sprintec,Acne,9,25-Aug-11,6
133312,Tri-Sprintec,Birth Control,7,31-Aug-11,2
133307,Tri-Sprintec,Acne,9,28-Sep-11,11
133294,Tri-Sprintec,1</span> users found this comment helpful.,10,17-Nov-11,1
133284,Tri-Sprintec,Birth Control,8,28-Apr-12,5
133283,Tri-Sprintec,Birth Control,9,1-May-12,4
133280,Tri-Sprintec,Birth Control,7,28-May-12,9
133277,Tri-Sprintec,Birth Control,8,5-Jun-12,2
133271,Tri-Sprintec,Birth Control,9,16-Aug-12,6
133270,Tri-Sprintec,Acne,10,25-Aug-12,21
133267,Tri-Sprintec,Birth Control,5,12-Sep-12,8
133265,Tri-Sprintec,Birth Control,10,18-Sep-12,6
133259,Tri-Sprintec,Birth Control,10,30-Jun-15,10
133256,Tri-Sprintec,Birth Control,1,8-Jul-15,5
133255,Tri-Sprintec,Acne,6,10-Jul-15,10
133246,Tri-Sprintec,Birth Control,2,6-Aug-15,3
133245,Tri-Sprintec,Abnormal Uterine Bleeding,2,18-Aug-15,3
133239,Tri-Sprintec,Birth Control,9,31-Aug-15,10
133233,Tri-Sprintec,Birth Control,7,18-Dec-11,2
133232,Tri-Sprintec,0</span> users found this comment helpful.,5,20-Dec-11,0
133217,Tri-Sprintec,Birth Control,8,10-Mar-12,2
133214,Tri-Sprintec,Acne,9,21-Mar-12,15
133212,Tri-Sprintec,Birth Control,5,9-Apr-12,3
133209,Tri-Sprintec,Birth Control,9,29-Jan-13,7
133203,Tri-Sprintec,Birth Control,7,17-Feb-13,12
133201,Tri-Sprintec,Birth Control,8,5-Mar-13,7
133194,Tri-Sprintec,Abnormal Uterine Bleeding,10,26-Jun-13,4
133185,Tri-Sprintec,Birth Control,2,2-Oct-12,6
133184,Tri-Sprintec,Birth Control,1,9-Oct-12,5
133180,Tri-Sprintec,2</span> users found this comment helpful.,1,29-Oct-12,2
133176,Tri-Sprintec,Birth Control,8,20-Nov-12,4
133153,Tri-Sprintec,Birth Control,10,3-Feb-14,25
133148,Tri-Sprintec,Acne,10,3-Mar-14,53
133144,Tri-Sprintec,Birth Control,6,17-Apr-14,22
133138,Tri-Sprintec,Birth Control,9,25-Jul-14,46
133129,Tri-Sprintec,Birth Control,5,16-Sep-13,11
133119,Tri-Sprintec,Birth Control,5,9-Nov-13,24
133118,Tri-Sprintec,Birth Control,5,15-Nov-13,11
133110,Tri-Sprintec,Acne,10,29-Sep-14,20
133104,Tri-Sprintec,Birth Control,9,17-Jan-15,27
133099,Tri-Sprintec,Birth Control,7,16-Mar-15,6
133093,Tri-Sprintec,Birth Control,6,8-May-15,14
133088,Tri-Sprintec,Birth Control,3,31-May-15,1
133083,Tri-Sprintec,Birth Control,5,3-Oct-15,4
133082,Tri-Sprintec,Birth Control,5,8-Oct-15,10
133070,Tri-Sprintec,Birth Control,10,17-Dec-15,5
133068,Tri-Sprintec,Acne,9,20-Dec-15,3
133067,Tri-Sprintec,Acne,8,30-Dec-15,16
133065,Tri-Sprintec,Birth Control,1,7-Jan-16,8
133062,Tri-Sprintec,Acne,2,16-Jan-16,8
133060,Loestrin 24 Fe,Birth Control,10,6-Apr-12,0
133053,Loestrin 24 Fe,Birth Control,7,25-Apr-12,0
133052,Loestrin 24 Fe,Menstrual Disorders,9,25-Apr-12,3
133050,Loestrin 24 Fe,Birth Control,10,29-Apr-12,0
133047,Loestrin 24 Fe,Birth Control,3,9-May-12,2
133041,Loestrin 24 Fe,Birth Control,9,31-May-12,1
133036,Loestrin 24 Fe,1</span> users found this comment helpful.,9,13-Jun-12,1
133033,Loestrin 24 Fe,1</span> users found this comment helpful.,8,15-Jun-12,1
133031,Loestrin 24 Fe,Birth Control,10,16-Jun-12,2
133028,Loestrin 24 Fe,1</span> users found this comment helpful.,10,9-Jul-12,1
133026,Loestrin 24 Fe,Birth Control,10,17-Jul-12,5
133023,Loestrin 24 Fe,Birth Control,3,30-Jul-12,0
133020,Loestrin 24 Fe,1</span> users found this comment helpful.,8,9-Aug-12,1
133019,Loestrin 24 Fe,Birth Control,3,9-Aug-12,1
133017,Loestrin 24 Fe,Birth Control,1,14-Aug-12,1
133016,Loestrin 24 Fe,Birth Control,10,14-Aug-12,1
133003,Loestrin 24 Fe,Birth Control,10,30-Sep-12,3
133001,Loestrin 24 Fe,Birth Control,9,9-Oct-12,5
133000,Loestrin 24 Fe,Birth Control,8,10-Oct-12,4
132993,Loestrin 24 Fe,Acne,5,29-Oct-12,31
132987,Loestrin 24 Fe,Birth Control,2,26-Nov-12,14
132986,Loestrin 24 Fe,Birth Control,7,28-Jul-13,6
132984,Loestrin 24 Fe,Birth Control,9,5-Aug-13,12
132983,Loestrin 24 Fe,Birth Control,9,20-Aug-13,14
132978,Loestrin 24 Fe,Birth Control,8,20-Sep-13,19
132969,Loestrin 24 Fe,Acne,2,11-Feb-14,14
132961,Loestrin 24 Fe,6</span> users found this comment helpful.,9,29-Nov-12,6
132954,Loestrin 24 Fe,4</span> users found this comment helpful.,5,2-Jan-13,4
132950,Loestrin 24 Fe,Birth Control,4,23-Jan-13,12
132949,Loestrin 24 Fe,Birth Control,8,26-Feb-13,13
132948,Loestrin 24 Fe,Endometriosis,9,26-Feb-13,15
132944,Loestrin 24 Fe,8</span> users found this comment helpful.,8,22-Mar-13,8
132943,Loestrin 24 Fe,Birth Control,6,4-Apr-13,15
132936,Loestrin 24 Fe,Birth Control,9,16-Oct-14,6
132933,Loestrin 24 Fe,Menstrual Disorders,10,4-May-15,6
132921,Loestrin 24 Fe,Birth Control,10,11-Sep-15,7
132920,Loestrin 24 Fe,Birth Control,9,14-Sep-15,8
132918,Loestrin 24 Fe,Abnormal Uterine Bleeding,3,10-Oct-15,3
132916,Loestrin 24 Fe,Acne,1,5-Dec-15,2
132914,Loestrin 24 Fe,Acne,1,31-Dec-15,7
132909,Loestrin 24 Fe,Birth Control,8,31-Jan-16,7
132908,Loestrin 24 Fe,Acne,1,3-Feb-16,4
132905,Loestrin 24 Fe,Birth Control,9,8-Feb-16,3
132903,Loestrin 24 Fe,Menstrual Disorders,1,14-Feb-16,1
132894,Loestrin 24 Fe,Acne,1,2-Apr-16,5
132887,Loestrin 24 Fe,Abnormal Uterine Bleeding,5,27-May-16,14
132885,Loestrin 24 Fe,Abnormal Uterine Bleeding,8,14-Nov-16,2
132884,Loestrin 24 Fe,Birth Control,6,18-Nov-16,1
132881,Loestrin 24 Fe,Birth Control,10,1-Dec-16,3
132880,Loestrin 24 Fe,Birth Control,8,3-Dec-16,2
132879,Loestrin 24 Fe,Abnormal Uterine Bleeding,4,4-Dec-16,11
132877,Loestrin 24 Fe,Acne,1,5-Dec-16,4
132871,Loestrin 24 Fe,Acne,1,28-Dec-16,2
132868,Loestrin 24 Fe,Birth Control,2,12-Jan-17,0
132866,Loestrin 24 Fe,Acne,2,17-Jan-17,3
132862,Loestrin 24 Fe,Acne,1,26-Jan-17,3
132858,Loestrin 24 Fe,Endometriosis,3,7-Jun-16,2
132855,Loestrin 24 Fe,Birth Control,8,14-Jun-16,3
132851,Loestrin 24 Fe,Birth Control,1,15-Jul-16,2
132849,Loestrin 24 Fe,Menstrual Disorders,1,12-Aug-16,2
132845,Loestrin 24 Fe,Birth Control,2,4-Sep-16,4
132843,Loestrin 24 Fe,Birth Control,3,12-Sep-16,0
132840,Loestrin 24 Fe,Birth Control,3,26-Sep-16,0
132839,Loestrin 24 Fe,Birth Control,3,26-Sep-16,0
132836,Loestrin 24 Fe,Endometriosis,5,28-Jan-17,15
132834,Loestrin 24 Fe,Acne,10,4-Feb-17,1
132833,Loestrin 24 Fe,Acne,1,6-Feb-17,5
132832,Loestrin 24 Fe,Abnormal Uterine Bleeding,4,6-Feb-17,8
132820,Loestrin 24 Fe,Abnormal Uterine Bleeding,5,1-Jul-17,2
132818,Loestrin 24 Fe,Acne,1,13-Jul-17,6
132817,Loestrin 24 Fe,Birth Control,1,18-Jul-17,2
132814,Loestrin 24 Fe,Birth Control,1,4-Aug-17,2
132813,Loestrin 24 Fe,Birth Control,1,28-Sep-17,6
132811,Prochlorperazine,Nausea/Vomiting,10,18-Nov-08,33
132809,Prochlorperazine,Nausea/Vomiting,10,25-Mar-09,17
132807,Prochlorperazine,Nausea/Vomiting,10,28-Jul-09,23
132805,Prochlorperazine,Nausea/Vomiting,2,16-Oct-09,13
132800,Prochlorperazine,Nausea/Vomiting,9,23-Aug-10,40
132794,Prochlorperazine,Nausea/Vomiting,2,11-May-13,31
132783,Prochlorperazine,Anxiety,8,26-Mar-15,8
132782,Prochlorperazine,Nausea/Vomiting,1,9-Apr-15,22
132781,Prochlorperazine,Nausea/Vomiting,9,30-Apr-15,28
132778,Prochlorperazine,Nausea/Vomiting,4,3-Aug-15,13
132777,Prochlorperazine,Nausea/Vomiting,6,15-Sep-15,5
132771,Prochlorperazine,Nausea/Vomiting,1,28-Nov-15,18
132762,Prochlorperazine,Nausea/Vomiting,1,14-Mar-17,5
132759,Prochlorperazine,Nausea/Vomiting,1,23-Mar-17,11
132753,Prochlorperazine,Nausea/Vomiting,1,30-Jul-17,3
132752,Prochlorperazine,Anxiety,10,31-Jul-17,3
132750,Prochlorperazine,Psychosis,9,7-Sep-17,6
132740,Prochlorperazine,Nausea/Vomiting,1,24-Jan-16,8
132736,Prochlorperazine,Nausea/Vomiting,1,1-May-16,7
132735,Prochlorperazine,Nausea/Vomiting,3,9-May-16,10
132732,Prochlorperazine,Nausea/Vomiting,1,11-Jul-16,14
132728,Prochlorperazine,Nausea/Vomiting,10,22-Aug-16,6
132724,Prochlorperazine,Nausea/Vomiting,1,27-Sep-16,4
132720,Prochlorperazine,Nausea/Vomiting,5,12-Nov-16,6
132718,Prochlorperazine,Anxiety,1,5-Dec-16,14
132715,Estrace,Postmenopausal Symptoms,9,26-Aug-09,30
132714,Estrace,Postmenopausal Symptoms,6,23-Sep-09,64
132706,Zovirax,Herpes Simplex,10,25-Jul-08,36
132705,Zovirax,"Herpes Simplex, Suppression",10,8-Aug-08,58
132704,Zovirax,"Herpes Simplex, Suppression",10,25-Jan-09,56
132703,Zovirax,Herpes Simplex,5,21-Feb-09,19
132691,Doxepin,Insomnia,9,5-Oct-09,53
132685,Doxepin,Insomnia,9,7-Oct-10,85
132680,Doxepin,Insomnia,10,10-Oct-10,117
132671,Doxepin,Insomnia,10,5-Feb-11,50
132659,Doxepin,Insomnia,10,6-Jul-11,34
132658,Doxepin,Insomnia,10,4-Aug-11,47
132654,Doxepin,Insomnia,9,12-Oct-10,73
132645,Doxepin,,10,28-Oct-10,28
132641,Doxepin,Insomnia,9,3-Nov-10,64
132639,Doxepin,Insomnia,10,8-Dec-10,45
132637,Doxepin,Insomnia,9,23-Dec-10,62
132636,Doxepin,Insomnia,3,29-Dec-10,41
132633,Doxepin,Insomnia,10,2-Jan-11,76
132623,Doxepin,Insomnia,7,18-Nov-11,30
132620,Doxepin,Insomnia,1,30-Dec-11,24
132618,Doxepin,,3,7-Jan-12,14
132613,Doxepin,Insomnia,10,21-May-12,67
132611,Doxepin,Insomnia,5,17-Aug-12,25
132610,Doxepin,Irritable Bowel Syndrome,10,18-Jan-13,55
132605,Doxepin,Insomnia,1,15-Apr-13,87
132592,Doxepin,Anxiety,5,24-Feb-15,47
132591,Doxepin,Urticaria,2,17-Mar-15,26
132581,Doxepin,Insomnia,2,15-Sep-15,24
132576,Doxepin,Insomnia,10,19-Jun-13,74
132569,Doxepin,Insomnia,9,15-Dec-13,119
132563,Doxepin,Insomnia,1,7-Apr-14,62
132554,Doxepin,Depression,9,20-Sep-15,42
132551,Doxepin,Insomnia,10,25-Nov-15,36
132550,Doxepin,Insomnia,9,10-Jan-16,11
132542,Doxepin,Insomnia,2,23-Feb-16,28
132535,Doxepin,Insomnia,9,17-Apr-16,25
132533,Doxepin,Insomnia,8,21-Apr-16,32
132531,Doxepin,Urticaria,6,9-May-16,18
132528,Doxepin,Depression,9,22-May-16,22
132524,Doxepin,Insomnia,1,6-Jun-16,11
132519,Doxepin,Insomnia,10,30-Jun-16,35
132512,Doxepin,Insomnia,3,6-Aug-16,11
132509,Doxepin,Insomnia,8,3-Sep-16,22
132505,Doxepin,Insomnia,9,17-Sep-16,25
132504,Doxepin,Anxiety,2,17-Sep-16,22
132501,Doxepin,Insomnia,10,3-Oct-16,26
132496,Doxepin,Insomnia,10,27-Oct-16,18
132490,Doxepin,Insomnia,1,19-Nov-16,30
132482,Doxepin,Insomnia,8,1-Feb-17,38
132480,Doxepin,Insomnia,8,10-Mar-17,21
132475,Doxepin,Insomnia,9,7-Apr-17,32
132472,Doxepin,Insomnia,1,25-May-17,32
132470,Doxepin,Depression,1,5-Jun-17,14
132464,Doxepin,Depression,1,3-Aug-17,6
132459,Doxepin,Anxiety,10,10-Oct-17,3
132457,Doxepin,Insomnia,1,6-Nov-17,2
132456,Doxepin,Insomnia,3,13-Nov-17,2
132453,AbobotulinumtoxinA,acial Wrinkles,10,1-Jan-14,10
132444,Ativan,Anxiety,9,3-Mar-08,66
132443,Ativan,Anxiety,7,11-Mar-08,220
132438,Ativan,Anxiety,10,6-Aug-08,122
132434,Ativan,Anxiety,9,12-Nov-08,28
132432,Ativan,Anxiety,10,28-Nov-08,60
132429,Ativan,Insomnia,10,30-Dec-08,141
132426,Ativan,Anxiety,10,28-Feb-09,109
132421,Ativan,Anxiety,9,11-May-09,39
132419,Ativan,Anxiety,10,2-Jun-09,38
132417,Ativan,Anxiety,10,8-Jun-09,85
132416,Ativan,Anxiety,10,14-Jun-09,41
132410,Ativan,Cervical Dystonia,4,20-Aug-09,30
132398,Methergine,Migraine,10,2-Apr-10,24
132394,Methergine,Migraine,10,21-Sep-16,2
132390,Ativan,Sedation,10,14-Nov-09,40
132389,Ativan,Anxiety,10,16-Nov-09,24
132386,Ativan,Sedation,5,5-Dec-09,48
132381,Ativan,Nausea/Vomiting,9,26-Jan-10,42
132377,Ativan,Anxiety,5,25-Apr-10,20
132372,Ativan,Anxiety,10,14-Jun-10,9
132369,Ativan,Anxiety,9,14-Aug-10,10
132358,Ativan,Sedation,5,21-Dec-10,20
132357,Ativan,Anxiety,1,5-Jan-11,14
132356,Ativan,Light Anesthesia,10,15-Jan-11,13
132355,Ativan,Anxiety,10,28-Jan-11,10
132352,Ativan,Anxiety,9,16-Feb-11,12
132348,Ativan,Light Anesthesia,10,14-Apr-11,12
132341,Ativan,Anxiety,9,31-May-11,23
132340,Ativan,Anxiety,9,3-Jun-11,28
132332,Ativan,Anxiety,4,21-Sep-11,8
132329,Ativan,Anxiety,3,24-Oct-11,28
132323,Ativan,Anxiety,10,20-Dec-11,43
132312,Ativan,Panic Disorde,10,23-Feb-13,50
132309,Ativan,Panic Disorde,10,6-May-13,130
132299,Ativan,Anxiety,10,29-Aug-13,131
132296,Ativan,Anxiety,8,28-Oct-13,61
132289,Ativan,Anxiety,10,21-Feb-14,101
132286,Ativan,Insomnia,9,28-Mar-14,83
132285,Ativan,Anxiety,10,19-Apr-14,86
132280,Ativan,Panic Disorde,10,13-Jun-14,92
132278,Ativan,Insomnia,9,9-Aug-14,176
132277,Ativan,Anxiety,3,11-Aug-14,26
132272,Ativan,Anxiety,9,7-Nov-14,175
132271,Ativan,Anxiety,10,10-Nov-14,123
132267,Ativan,Panic Disorde,10,19-Jan-15,79
132264,Ativan,Anxiety,9,28-Mar-15,65
132253,Ativan,Anxiety,10,20-Aug-15,29
132250,Ativan,Insomnia,1,6-Sep-15,29
132242,Ativan,Anxiety,9,28-Nov-16,43
132241,Ativan,Nausea/Vomiting,10,27-Dec-16,16
132240,Ativan,Insomnia,1,1-Jan-17,25
132238,Ativan,Insomnia,8,8-Jan-17,38
132235,Ativan,Panic Disorde,9,14-Jan-17,59
132225,Ativan,Anxiety,1,18-Mar-17,20
132216,Ativan,Anxiety,9,20-Nov-15,28
132215,Ativan,Anxiety,10,30-Nov-15,51
132212,Ativan,Panic Disorde,10,17-Dec-15,53
132210,Ativan,Anxiety,6,19-Dec-15,14
132209,Ativan,Anxiety,1,29-Dec-15,35
132203,Ativan,Anxiety,10,22-Jan-16,59
132200,Ativan,Anxiety,10,15-Feb-16,43
132193,Ativan,Anxiety,10,19-Mar-16,25
132187,Ativan,Nausea/Vomiting,10,13-May-16,27
132186,Ativan,Anxiety,10,29-May-16,67
132184,Ativan,Anxiety,1,26-Jun-16,21
132180,Ativan,Anxiety,10,8-Jul-16,55
132174,Ativan,Anxiety,9,28-Sep-16,64
132172,Ativan,Anxiety,10,4-Oct-16,85
132169,Ativan,Anxiety,9,30-Oct-16,44
132146,Effexor XR,Anxiety and Stress,10,11-Nov-11,43
132135,Ativan,Insomnia,10,19-Jun-17,27
132133,Ativan,Anxiety,1,5-Jul-17,16
132132,Ativan,Anxiety,9,21-Jul-17,22
132127,Ativan,Anxiety,10,25-Aug-17,21
132124,Ativan,Insomnia,1,26-Oct-17,2
132120,Ativan,Anxiety,10,17-Nov-17,2
132112,Tacrolimus,"Organ Transplant, Rejection Prophylaxis",9,19-Jun-08,24
132110,Tacrolimus,"Organ Transplant, Rejection Prophylaxis",8,28-Aug-08,9
132106,Imbruvica,Chronic Lymphocytic Leukemia,9,27-Oct-16,9
132102,Imbruvica,Chronic Lymphocytic Leukemia,4,24-Jan-17,11
132100,Imbruvica,Chronic Lymphocytic Leukemia,9,12-Apr-17,20
132098,Imbruvica,Mantle Cell Lymphoma,10,24-Jul-17,5
132089,Tacrolimus,"Organ Transplant, Rejection Prophylaxis",9,14-Jun-09,14
132086,Tacrolimus,"Organ Transplant, Rejection Prophylaxis",10,4-Sep-09,1
132084,Tacrolimus,"Organ Transplant, Rejection Prophylaxis",10,31-Oct-09,28
132079,Tacrolimus,"Organ Transplant, Rejection Prophylaxis",10,21-Dec-11,12
132072,Tacrolimus,"Organ Transplant, Rejection Reversal",8,1-Sep-15,0
132070,Tacrolimus,Crohn's Disease,7,3-May-17,0
132066,Effexor XR,Depression,9,15-Sep-08,66
132064,Effexor XR,Anxiety,10,29-Oct-08,49
132062,Effexor XR,Depression,7,3-Dec-08,28
132056,Effexor XR,Depression,8,26-Jan-09,15
132048,Effexor XR,Bipolar Disorde,1,8-Apr-09,25
132037,Effexor XR,Anxiety,9,21-Mar-08,80
132036,Effexor XR,Generalized Anxiety Disorde,10,13-Apr-08,127
132022,Effexor XR,Depression,9,31-Jul-08,43
132020,Effexor XR,Panic Disorde,7,5-Aug-08,31
132018,Effexor XR,Depression,10,19-Aug-08,88
132015,Effexor XR,Bipolar Disorde,10,7-Jun-09,28
132014,Effexor XR,Depression,2,9-Jun-09,48
132011,Effexor XR,Depression,4,11-Jun-09,13
132010,Effexor XR,Anxiety,1,21-Jun-09,22
132009,Effexor XR,Depression,10,12-Jul-09,37
132008,Effexor XR,Anxiety,1,18-Jul-09,34
132006,Effexor XR,Depression,4,30-Jul-09,9
132005,Effexor XR,Depression,1,31-Jul-09,12
132001,Effexor XR,Depression,7,8-Sep-09,13
132000,Effexor XR,Postpartum Depression,10,28-Sep-09,18
131998,Effexor XR,Depression,10,11-Oct-09,50
131990,Effexor XR,Depression,9,8-Jun-10,27
131983,Effexor XR,Bipolar Disorde,10,28-Oct-10,31
131979,Effexor XR,Obsessive Compulsive Disorde,8,11-Nov-10,45
131976,Effexor XR,Anxiety,5,1-Jan-11,61
131969,Effexor XR,Depression,3,20-Apr-11,7
131968,Effexor XR,Depression,7,25-Apr-11,23
131966,Effexor XR,Anxiety and Stress,10,4-Nov-09,19
131965,Effexor XR,Depression,7,9-Nov-09,30
131963,Effexor XR,Bipolar Disorde,10,14-Nov-09,26
131962,Effexor XR,Depression,10,18-Nov-09,76
131961,Effexor XR,Obsessive Compulsive Disorde,10,26-Nov-09,41
131952,Effexor XR,Depression,10,12-Feb-10,39
131946,Effexor XR,Anxiety and Stress,10,25-Apr-10,16
131944,Effexor XR,ibromyalgia,8,28-Apr-10,23
131940,Effexor XR,Depression,8,10-Jan-12,12
131918,Effexor XR,Anxiety,7,28-Jul-12,77
131914,Effexor XR,Anxiety,1,19-Apr-13,28
131903,Effexor XR,Depression,10,26-Aug-13,72
131902,Effexor XR,Anxiety,10,5-Sep-13,89
131899,Effexor XR,10</span> users found this comment helpful.,10,29-Sep-13,10
131895,Effexor XR,Anxiety,1,23-Oct-13,53
131892,Effexor XR,17</span> users found this comment helpful.,8,8-Nov-13,17
131889,Effexor XR,Depression,3,19-Aug-12,16
131886,Effexor XR,Depression,4,26-Sep-12,15
131881,Effexor XR,Depression,9,15-Dec-12,51
131871,Effexor XR,Anxiety,10,19-Mar-13,155
131867,Effexor XR,Anxiety,8,8-Apr-13,78
131865,Effexor XR,Depression,6,10-Dec-13,37
131860,Effexor XR,Depression,3,6-Jan-14,37
131858,Effexor XR,Depression,7,27-Jan-14,62
131855,Effexor XR,Depression,6,3-Feb-14,44
131851,Effexor XR,Anxiety,9,10-Mar-14,179
131843,Effexor XR,Anxiety,10,27-Jun-14,80
131840,Effexor XR,Anxiety,8,10-Jul-14,63
131839,Effexor XR,Depression,9,11-Jul-14,42
131835,Effexor XR,Anxiety,10,8-Aug-14,154
131834,Effexor XR,Anxiety,8,9-Aug-14,216
131830,Effexor XR,Major Depressive Disorde,10,20-Sep-14,33
131829,Effexor XR,Major Depressive Disorde,10,21-Sep-14,46
131821,Effexor XR,Major Depressive Disorde,8,14-Jan-15,21
131819,Effexor XR,Depression,10,25-Jan-15,104
131818,Effexor XR,Anxiety,10,26-Jan-15,157
131814,Effexor XR,Anxiety,9,25-Feb-15,30
131811,Effexor XR,Depression,5,17-Mar-15,44
131810,Effexor XR,Major Depressive Disorde,8,21-Mar-15,23
131806,Effexor XR,Depression,10,9-Apr-15,68
131802,Effexor XR,Anxiety,8,25-Apr-15,62
131788,Effexor XR,Depression,9,10-Oct-15,45
131787,Effexor XR,Major Depressive Disorde,8,16-Oct-15,25
131786,Effexor XR,Depression,1,25-Oct-15,29
131774,Effexor XR,Major Depressive Disorde,8,22-Dec-15,42
131773,Effexor XR,Anxiety,9,22-Dec-15,66
131772,Effexor XR,Depression,10,24-Dec-15,28
131767,Effexor XR,Depression,10,21-Jan-16,25
